step_id,centroid_x,centroid_y,centroid_z,step_length,open_space_width_left,open_space_width_right,surface_normal_x,surface_normal_y,surface_normal_z,slope_angle,cross_slope_angle,surface_class,heading_x,heading_y,heading_z,distance_to_goal,navigation_state,distance_to_nearest_obstacle,path_width,centerline_offset,obstacle_dir_0,obstacle_dir_1,obstacle_dir_2,obstacle_dir_3,obstacle_dir_4,obstacle_dir_5,obstacle_dir_6,obstacle_dir_7,obstacle_dir_8,obstacle_dir_9,obstacle_dir_10,obstacle_dir_11,obstacle_dir_12,obstacle_dir_13,obstacle_dir_14,obstacle_dir_15,obstacle_dir_16,obstacle_dir_17,obstacle_dir_18,obstacle_dir_19,obstacle_dir_20,obstacle_dir_21,obstacle_dir_22,obstacle_dir_23,obstacle_dir_24,obstacle_dir_25,obstacle_dir_26,obstacle_dir_27,obstacle_dir_28,obstacle_dir_29,obstacle_dir_30,obstacle_dir_31,obstacle_dir_32,obstacle_dir_33,obstacle_dir_34,obstacle_dir_35
10,193326.68522650155,5102485.664335191,143.94924698441733,0.30006169185779696,0.6187949948745065,0.5523877271318764,-0.004024061923911498,-0.02244835422153937,0.9997399053345708,1.306810954243641,0.9927958059910234,1111,-0.6330862032187209,0.7740798379501623,0.0,23.421916222343942,FOLLOW_CENTERLINE,0.5640625,1.171182722006383,0.03320363387131503,0.8171875000000002,0.6953125000000001,0.6328125,0.5890624999999999,0.56640625,0.5640625,0.5874999999999999,0.621875,0.684375,0.7859375000000001,0.9648437500000004,1.3039062500000005,2.0843750000000005,5.0,5.0,2.7124999999999986,1.5828125000000006,1.1507812500000003,0.9265625000000003,0.7937500000000002,0.71015625,0.659375,0.63984375,0.63671875,0.6515625,0.6929687500000001,0.7601562500000001,0.8734375000000002,1.0625000000000002,1.4031250000000006,2.1656250000000004,2.6765624999999984,3.432812499999996,2.556249999999999,1.3812500000000005,1.0156250000000002
11,193326.4501977112,5102485.8507789215,143.9521572295779,0.30001377696279585,0.597665409683672,0.5909929033468894,-0.008549171173496333,-0.02138432011154436,0.9997347760909455,1.3196342091737407,1.2644047129196865,1111,-0.7834293012734779,0.6214791014273545,0.0,23.1265069318103,FOLLOW_CENTERLINE,0.6,1.1886583130305612,0.003336253168391312,0.8578125000000002,0.7320312500000001,0.66328125,0.62578125,0.6,0.6046874999999999,0.6117187500000001,0.65,0.7187500000000001,0.8257812500000001,1.0093750000000001,1.3609375000000004,2.1625000000000005,5.0,5.0,2.582031249999999,1.5234375000000009,1.0984375000000002,0.8851562500000001,0.75703125,0.6796875,0.63671875,0.60859375,0.609375,0.6234375,0.66328125,0.7281250000000001,0.8375000000000001,1.0203125000000002,1.3523437500000006,2.1156250000000005,2.9304687499999975,3.648437499999995,2.6023437499999984,1.4695312500000004,1.0648437500000003
12,193326.26067726998,5102486.083333858,143.95614883220574,0.30002621411545427,0.6301144155124551,0.544841446706578,-0.012085675078789687,-0.01602963138959105,0.9997984733812129,1.1503000354708377,1.1170569946029942,1111,-0.6317348040816353,0.775183123143954,0.0,22.82672912482708,FOLLOW_CENTERLINE,0.5578124999999999,1.174955862219033,0.042636484402938546,0.7945312500000001,0.7000000000000001,0.625,0.57890625,0.5609375,0.5578124999999999,0.5718749999999999,0.61015625,0.6773437500000001,0.7765625000000002,0.9507812500000004,1.2734375000000004,2.0390625000000004,5.0,5.0,2.7656249999999982,1.6203125000000007,1.1601562500000002,0.9343750000000002,0.8023437500000001,0.7187500000000001,0.67265625,0.6515625,0.6484375,0.6640625000000001,0.70390625,0.7703125000000002,0.8890625000000002,1.0820312500000002,1.4382812500000006,2.25,3.1757812499999964,3.957031249999994,2.35859375,1.3687500000000004,1.0023437500000003
13,193326.02593563346,5102486.270139,143.95674861566937,0.30000026128117585,0.6059663181515007,0.5742719403652453,-0.003245465067535535,-0.017061390329972836,0.9998491765844004,0.995124628387646,0.8807258658481119,1111,-0.7824721216242615,0.6226838055773596,0.0,22.53134608036466,FOLLOW_CENTERLINE,0.5882812499999999,1.180238258516746,0.015847188893127695,0.8453125000000002,0.7242187500000001,0.653125,0.60859375,0.5882812499999999,0.5921875,0.6031249999999999,0.6484375,0.70703125,0.8179687500000001,0.9968750000000002,1.3382812500000005,2.1460937500000004,5.0,5.0,2.6460937499999986,1.5570312500000008,1.0914062500000004,0.8953125000000003,0.7648437500000003,0.68828125,0.6460937500000001,0.62109375,0.61796875,0.63671875,0.6765625000000001,0.7445312500000001,0.8562500000000002,1.0421875000000003,1.3828125000000004,2.1421875000000004,3.4648437499999956,4.250781249999993,2.4281249999999996,1.4320312500000008,1.0375000000000003
14,193325.76064419642,5102486.410211331,143.95819927908136,0.3000031814105736,0.5139016969628757,0.6489801165757314,-0.003967862323501241,-0.02196381272418444,0.9997508924723193,1.2789102612346526,1.2190786272462002,1111,-0.8843047901817033,0.4669077693722669,0.0,22.251163934539225,FOLLOW_CENTERLINE,0.5351562499999998,1.1628818135386072,-0.06753920980642786,0.9710937500000003,0.8281250000000002,0.7476562500000001,0.6968750000000001,0.67109375,0.6703125000000001,0.6875,0.73515625,0.8031250000000001,0.9296875000000002,1.1351562500000003,1.5328125000000008,2.4695312499999993,5.0,5.0,2.30078125,1.3500000000000005,0.9578125000000003,0.7781250000000002,0.6648437500000002,0.5953125,0.5570312499999999,0.5359374999999998,0.5351562499999998,0.5515625,0.58671875,0.6421875,0.7445312500000001,0.9054687500000003,1.2039062500000004,1.882031250000001,3.6953124999999947,4.320312499999993,2.831249999999998,1.6515625000000007,1.2093750000000003
15,193325.53527476135,5102486.608222458,143.96130646067948,0.300015737929383,0.5176748371754792,0.6708643298090397,-0.01410237622406507,-0.027148045583109313,0.9995319437646064,1.7530874827227876,1.7020814933108936,1111,-0.7512314503475117,0.6600370875068031,0.0,21.953830640145046,FOLLOW_CENTERLINE,0.5203125,1.188539166984519,-0.0765947463167802,0.9804687500000002,0.8445312500000002,0.7656250000000002,0.7085937500000001,0.6898437500000001,0.68125,0.6960937500000002,0.7437500000000001,0.8171875000000002,0.9468750000000004,1.1578125000000004,1.5687500000000005,2.5054687499999995,5.0,5.0,2.2578125,1.3195312500000005,0.9531250000000002,0.7593750000000001,0.62421875,0.5843749999999999,0.5453125,0.5257812499999999,0.5203125,0.5359374999999998,0.56953125,0.62578125,0.7210937500000001,0.8820312500000003,1.1820312500000003,1.841406250000001,3.870312499999994,4.582812499999992,2.815624999999998,1.6671875000000007,1.2218750000000005
16,193325.35622202128,5102486.84892957,143.96527639536427,0.3000259290559482,0.5554062393020023,0.6112487144492146,-0.013913574200832156,-0.024029436793599555,0.9996144249761207,1.5911313500721755,1.4615127051030004,1111,-0.596842466898337,0.8023570454527106,0.0,21.654682631422673,FOLLOW_CENTERLINE,0.55859375,1.166654953751217,-0.02792123757360615,0.9078125000000002,0.78046875,0.70703125,0.653125,0.6328125,0.6296875,0.6468750000000001,0.6898437500000001,0.7578125000000001,0.8687500000000002,1.0710937500000002,1.4492187500000007,2.2867187499999995,5.0,5.0,2.467968749999999,1.4414062500000007,1.0429687500000002,0.8367187500000002,0.7156250000000002,0.64453125,0.5882812499999999,0.55859375,0.57421875,0.5890624999999999,0.62421875,0.6859375,0.7890625000000001,0.9664062500000004,1.2921875000000007,2.015625000000001,4.157812499999993,4.93437499999999,2.6273437499999988,1.5812500000000007,1.1304687500000006
17,193325.2235757386,5102487.118010914,143.97254371242587,0.3000876869124538,0.6587902811286243,0.509373928707699,-0.013878018307054495,-0.021101523147718456,0.9996810122877774,1.447225320846675,1.2478774314377938,1111,-0.44215427546449204,0.8969378099599395,0.0,21.364733262573253,FOLLOW_CENTERLINE,0.52421875,1.1681642098363234,0.0747081762104626,0.7609375000000002,0.64921875,0.5851562499999998,0.54296875,0.528125,0.52421875,0.54296875,0.5734374999999999,0.63125,0.7328125000000001,0.8875000000000002,1.2085937500000004,1.903125000000001,5.0,5.0,2.9078124999999977,1.7109375000000009,1.2273437500000006,0.9898437500000004,0.8429687500000003,0.7593750000000001,0.7046875,0.6828125,0.6765625000000001,0.6796875,0.7359375,0.8078125000000002,0.9273437500000004,1.1296875000000006,1.5140625000000005,2.3757812499999993,4.3890624999999925,5.0,2.1750000000000003,1.2992187500000005,0.9460937500000004
18,193325.03137268,5102487.34835364,143.97539459056637,0.30001319098500606,0.69350317108493,0.48069806309151286,-0.004574717342841082,-0.024777028296374955,0.9996825350230111,1.4437667328437376,1.1108387048694945,1111,-0.6406768619218337,0.7678090862985812,0.0,21.064813251568722,FOLLOW_CENTERLINE,0.4867187499999999,1.1742012341764427,0.10640255399670856,0.7085937500000001,0.61015625,0.5421874999999999,0.5101562499999999,0.4937499999999999,0.4867187499999999,0.50703125,0.53984375,0.596875,0.6890625,0.8468750000000003,1.1078125,1.801562500000001,4.811718749999991,5.0,3.0632812499999975,1.8046875000000009,1.2937500000000006,1.0351562500000002,0.8859375000000002,0.7960937500000003,0.74140625,0.7195312500000002,0.7132812500000001,0.7328125000000001,0.77265625,0.83515625,0.9789062500000003,1.1890625000000004,1.5882812500000008,2.499999999999999,4.664843749999991,5.0,2.0968750000000007,1.2226562500000004,0.8757812500000002
19,193324.79473526034,5102487.532751388,143.97902216217528,0.3000215942833487,0.669355073724013,0.5123924408777955,-0.0020050368824893936,-0.022956940666133,0.9997344440912055,1.3204599276700266,1.108206807704347,1111,-0.7887913990294771,0.6146591548761385,0.0,20.770193629400627,FOLLOW_CENTERLINE,0.5265624999999999,1.1817475146018084,0.0784813164231088,0.7460937500000002,0.6453125000000001,0.57734375,0.5406249999999999,0.5265624999999999,0.5265624999999999,0.5351562499999998,0.5765625,0.6382812499999999,0.73515625,0.8796875000000002,1.1781250000000003,1.888281250000001,5.0,5.0,2.8914062499999975,1.727343750000001,1.2429687500000004,0.9953125000000003,0.8460937500000003,0.75703125,0.7117187500000002,0.6875,0.6851562499999999,0.703125,0.7429687500000002,0.8164062500000002,0.9382812500000002,1.1406250000000004,1.5109375000000007,2.3749999999999996,4.89374999999999,5.0,2.23515625,1.3046875000000004,0.9296875000000002
20,193324.528232723,5102487.670505525,143.97955806652791,0.300000152954546,0.5742719403652703,0.587100617088279,-0.005049510322215697,-0.023324416201059003,0.9997151964706678,1.3674788610490007,1.320136511139959,1111,-0.88834179099383,0.4591804579542945,0.0,20.491471701690845,FOLLOW_CENTERLINE,0.6,1.1613725574535492,-0.006414338361504346,0.8765625000000002,0.74921875,0.675,0.628125,0.6125,0.60859375,0.63359375,0.6671875,0.7250000000000001,0.8437500000000002,1.0273437500000004,1.3906250000000007,2.22265625,5.0,5.0,2.5648437499999988,1.5132812500000006,1.0929687500000005,0.8789062500000002,0.7500000000000001,0.671875,0.62421875,0.6,0.6,0.61796875,0.6539062499999999,0.7148437500000002,0.8242187500000002,1.00625,1.3328125000000006,2.090625,4.92890624999999,5.0,2.5570312499999988,1.4937500000000008,1.0937500000000004
21,193324.301290239,5102487.866711786,143.98201767179535,0.30000972937317505,0.578799708620396,0.6180403668319483,-0.0058075260034273265,-0.025094388436302285,0.9996682171154226,1.4759669333251486,1.305397843668278,1111,-0.7564749466533464,0.6540208708106586,0.0,20.19469105158635,FOLLOW_CENTERLINE,0.5835937499999999,1.1968400754523443,-0.019620329105776158,0.9031250000000002,0.7664062500000002,0.7015625000000001,0.6578125,0.6304687499999999,0.6203125,0.6382812499999999,0.6820312500000001,0.7460937500000002,0.8585937500000003,1.0640625000000004,1.4179687500000007,2.26875,5.0,5.0,2.526562499999999,1.4867187500000008,1.0679687500000001,0.8554687500000002,0.7328125000000001,0.65625,0.6117187500000001,0.58984375,0.5835937499999999,0.6,0.63125,0.7000000000000001,0.8070312500000001,0.9867187500000003,1.3054687500000004,2.025000000000001,4.935937499999991,5.0,2.6257812499999984,1.5406250000000008,1.1187500000000004
22,193324.12055657044,5102488.106159356,143.989953954787,0.3001046192781089,0.6142672266193332,0.551633099089352,-0.005155861579006162,-0.016311175830309027,0.9998536706110605,0.9801864751786328,0.7988316395199605,1111,-0.6024455620413014,0.7981585682658947,0.0,19.895263024167377,FOLLOW_CENTERLINE,0.5726562499999999,1.165900325708685,0.031317063764990605,0.8382812500000001,0.7148437500000002,0.6390625,0.59375,0.57734375,0.5726562499999999,0.5859374999999999,0.61796875,0.6851562499999999,0.8015625000000002,0.9648437500000004,1.3062500000000004,2.056250000000001,5.0,5.0,2.7609374999999985,1.6046875000000007,1.1601562500000002,0.9265625000000003,0.7945312500000001,0.7109375000000001,0.6625000000000001,0.6375,0.63125,0.653125,0.6875,0.7546875000000001,0.8609375000000002,1.0625000000000002,1.4062500000000004,2.18671875,5.0,5.0,2.439062499999999,1.4164062500000005,1.0320312500000004
23,193323.8920949196,5102488.300594614,143.99167829447325,0.30000461429359904,0.6142672266193243,0.5750265684077704,-0.007825875581376976,-0.017056229100884456,0.9998239048553715,1.0752704089234635,1.0348792370959716,1111,-0.7615388359418991,0.6481175261840192,0.0,19.598897486703223,FOLLOW_CENTERLINE,0.5890624999999999,1.1892937950270948,0.019620329105776935,0.8578125000000002,0.7242187500000001,0.6539062499999999,0.6117187500000001,0.5890624999999999,0.58984375,0.6039062499999999,0.65,0.7140625000000002,0.8210937500000002,0.9976562500000001,1.3375000000000006,2.1421875000000004,5.0,5.0,2.694531249999998,1.5757812500000006,1.1312500000000005,0.9070312500000002,0.7757812500000001,0.69140625,0.6484375,0.6273437500000001,0.62109375,0.6359374999999999,0.67578125,0.7375,0.8492187500000001,1.0273437500000004,1.3757812500000004,2.13671875,5.0,5.0,2.515624999999999,1.4562500000000007,1.06875
24,193323.70972949456,5102488.538801771,143.99528212930744,0.3000213082677116,0.643697720277998,0.5305035138985139,-0.006793561752949832,-0.018455145770424175,0.9998066088565835,1.1268417258860939,0.9518900804289022,1111,-0.6078847502964593,0.7940238550422671,0.0,19.299346321981623,FOLLOW_CENTERLINE,0.546875,1.174201234176512,0.05659710318974204,0.784375,0.66796875,0.60234375,0.5625,0.55078125,0.546875,0.565625,0.59296875,0.6578125,0.7523437500000001,0.9140625000000003,1.2484375000000005,1.9687500000000009,5.0,5.0,2.9039062499999977,1.686718750000001,1.2195312500000004,0.9796875000000003,0.8312500000000002,0.7460937500000002,0.6960937500000002,0.671875,0.66796875,0.6875,0.7250000000000001,0.7960937500000003,0.9109375000000003,1.1148437500000004,1.4789062500000005,2.3046875,5.0,5.0,2.27421875,1.3648437500000006,0.9726562500000002
25,193323.48009348256,5102488.73184865,143.9976210095352,0.3000087763150839,0.6406792081078712,0.5516330990893449,-0.009058667632834016,-0.022138638396515448,0.999713869680053,1.370660591736673,1.3050387619341997,1111,-0.7654533733596857,0.6434895979488552,0.0,19.003342899331006,FOLLOW_CENTERLINE,0.5648437500000001,1.192312307197216,0.04452305450926314,0.8109375000000002,0.69453125,0.628125,0.5921875,0.5648437500000001,0.56640625,0.575,0.6195312500000001,0.675,0.7757812500000001,0.9554687500000003,1.2679687500000003,2.0421875000000007,5.0,5.0,2.8414062499999977,1.6421875000000008,1.1890625000000004,0.9539062500000002,0.8109375000000002,0.7281250000000001,0.6773437500000001,0.653125,0.6507812500000001,0.6664062500000001,0.703125,0.7789062500000001,0.8906250000000002,1.0843750000000003,1.4296875000000009,2.24375,5.0,5.0,2.3687499999999995,1.4210937500000007,1.0000000000000002
26,193323.21809377207,5102488.877985419,143.99786906249145,0.2999997751821108,0.5561608673445486,0.616531110746942,-0.011780109134304743,-0.024462265328947314,0.9996313453487542,1.555825309195399,1.553022959832108,1111,-0.8733323683213052,0.487122563565215,0.0,18.722354478629274,FOLLOW_CENTERLINE,0.575,1.1726919780914906,-0.030185121701196693,0.9187500000000003,0.7984375000000001,0.7125000000000001,0.6585937500000001,0.64140625,0.6375,0.6539062499999999,0.7078125000000001,0.7718750000000001,0.8914062500000002,1.0828125000000002,1.4523437500000007,2.3437499999999996,5.0,5.0,2.534374999999999,1.4523437500000007,1.0539062500000003,0.8429687500000003,0.7210937500000001,0.64453125,0.60546875,0.5804687499999999,0.575,0.5914062499999999,0.6273437500000001,0.6859375,0.7914062500000001,0.9640625000000004,1.2835937500000005,1.9851562500000008,4.87968749999999,5.0,2.6742187499999988,1.5765625000000005,1.1367187500000004
27,193322.99692970407,5102489.08068284,144.00030318435844,0.30000952414391674,0.5710926078129742,0.6369060678951999,-0.01049296436365628,-0.02227160695399424,0.9996968906736431,1.4107441252702755,1.3470668966334503,1111,-0.7372135600997025,0.6756580698980609,0.0,18.424825175891893,FOLLOW_CENTERLINE,0.5703125,1.2079986757081742,-0.03290673004111283,0.9281250000000003,0.7960937500000003,0.72265625,0.67109375,0.64921875,0.6507812500000001,0.6656250000000001,0.70703125,0.78046875,0.8984375000000002,1.0976562500000002,1.4601562500000005,2.3671874999999996,5.0,5.0,2.4554687499999996,1.4554687500000008,1.0429687500000002,0.8343750000000001,0.7164062500000001,0.6429687500000001,0.6015625,0.5765625,0.5703125,0.5914062499999999,0.62421875,0.6828125,0.7859375000000001,0.9523437500000003,1.2710937500000004,1.958593750000001,4.82343749999999,5.0,2.6992187499999982,1.5992187500000008,1.1562500000000004
